year,carrier,salida,llegada,dif
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:20:00Z,4501460
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,MQ,2013-10-31T23:00:00Z,2022-05-23T23:29:00Z,4501469
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:29:00Z,4501469
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:25:00Z,4501465
2013,FL,2013-10-31T22:00:00Z,2022-05-23T22:38:00Z,4501478
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,US,2013-10-31T23:00:00Z,2022-05-23T23:29:00Z,4501469
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,US,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:35:00Z,4501475
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:37:00Z,4501477
2013,9E,2013-10-31T22:00:00Z,2022-05-23T22:36:00Z,4501476
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:03:00Z,4501443
2013,AS,2013-10-31T23:00:00Z,2022-05-23T23:35:00Z,4501475
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,MQ,2013-10-31T23:00:00Z,2022-05-23T23:29:00Z,4501469
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:04:00Z,4501444
2013,EV,2013-10-31T22:00:00Z,2022-05-23T22:45:00Z,4501485
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:03:00Z,4501443
2013,EV,2013-10-31T23:00:00Z,2022-05-23T23:15:00Z,4501455
2013,AA,2013-10-31T23:00:00Z,2022-05-23T23:50:00Z,4501490
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:49:00Z,4501489
2013,VX,2013-10-31T23:00:00Z,2022-05-23T23:50:00Z,4501490
2013,9E,2013-10-31T23:00:00Z,2022-05-23T23:45:00Z,4501485
2013,UA,2013-10-31T23:00:00Z,2022-05-23T23:59:00Z,4501499
2013,US,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:55:00Z,4501495
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,DL,2013-10-31T23:00:00Z,2022-05-23T23:35:00Z,4501475
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:05:00Z,4501445
2013,WN,2013-10-31T23:00:00Z,2022-05-23T23:15:00Z,4501455
2013,EV,2013-10-31T22:00:00Z,2022-05-23T22:10:00Z,4501450
2013,MQ,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,UA,2013-11-01T00:00:00Z,2022-05-24T00:01:00Z,4501441
2013,US,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,WN,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,UA,2013-11-01T00:00:00Z,2022-05-24T00:01:00Z,4501441
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,US,2013-10-31T23:00:00Z,2022-05-23T23:55:00Z,4501495
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:05:00Z,4501445
2013,AA,2013-10-31T23:00:00Z,2022-05-23T23:45:00Z,4501485
2013,AA,2013-10-31T23:00:00Z,2022-05-23T23:55:00Z,4501495
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:05:00Z,4501445
2013,9E,2013-11-01T00:00:00Z,2022-05-24T00:15:00Z,4501455
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:58:00Z,4501498
2013,EV,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,EV,2013-10-31T22:00:00Z,2022-05-23T22:28:00Z,4501468
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:10:00Z,4501450
2013,B6,2013-11-01T00:00:00Z,2022-05-24T00:20:00Z,4501460
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:25:00Z,4501465
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:11:00Z,4501451
2013,MQ,2013-10-31T23:00:00Z,2022-05-23T23:50:00Z,4501490
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:25:00Z,4501465
2013,EV,2013-10-31T22:00:00Z,2022-05-23T22:41:00Z,4501481
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,9E,2013-11-01T00:00:00Z,2022-05-24T00:25:00Z,4501465
2013,B6,2013-10-31T23:00:00Z,2022-05-23T23:55:00Z,4501495
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:10:00Z,4501450
2013,9E,2013-10-31T23:00:00Z,2022-05-23T23:59:00Z,4501499
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,B6,2013-11-01T00:00:00Z,2022-05-24T00:32:00Z,4501472
2013,MQ,2013-10-31T23:00:00Z,2022-05-23T23:30:00Z,4501470
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:29:00Z,4501469
2013,B6,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,MQ,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:34:00Z,4501474
2013,FL,2013-10-31T23:00:00Z,2022-05-23T23:59:00Z,4501499
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:35:00Z,4501475
2013,UA,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,B6,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:34:00Z,4501474
2013,WN,2013-11-01T00:00:00Z,2022-05-24T00:05:00Z,4501445
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:40:00Z,4501480
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:45:00Z,4501485
2013,B6,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:35:00Z,4501475
2013,9E,2013-11-01T00:00:00Z,2022-05-24T00:35:00Z,4501475
2013,MQ,2013-11-01T00:00:00Z,2022-05-24T00:50:00Z,4501490
2013,9E,2013-10-31T23:00:00Z,2022-05-23T23:59:00Z,4501499
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,DL,2013-11-01T00:00:00Z,2022-05-24T00:10:00Z,4501450
2013,9E,2013-11-01T00:00:00Z,2022-05-24T00:45:00Z,4501485
2013,9E,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,US,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:03:00Z,4501443
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:07:00Z,4501447
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,VX,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:10:00Z,4501450
2013,9E,2013-11-01T01:00:00Z,2022-05-24T01:18:00Z,4501458
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:01:00Z,4501441
2013,MQ,2013-11-01T00:00:00Z,2022-05-24T00:40:00Z,4501480
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:40:00Z,4501480
2013,MQ,2013-11-01T00:00:00Z,2022-05-24T00:50:00Z,4501490
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:09:00Z,4501449
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:19:00Z,4501459
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:22:00Z,4501462
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:18:00Z,4501458
2013,AA,2013-11-01T01:00:00Z,2022-05-24T01:25:00Z,4501465
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:32:00Z,4501472
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:07:00Z,4501447
2013,FL,2013-11-01T01:00:00Z,2022-05-24T01:30:00Z,4501470
2013,UA,2013-11-01T00:00:00Z,2022-05-24T00:34:00Z,4501474
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:29:00Z,4501469
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:55:00Z,4501495
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:28:00Z,4501468
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:40:00Z,4501480
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:45:00Z,4501485
2013,DL,2013-11-01T01:00:00Z,2022-05-24T01:25:00Z,4501465
2013,DL,2013-11-01T01:00:00Z,2022-05-24T01:50:00Z,4501490
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:30:00Z,4501470
2013,US,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,EV,2013-11-01T00:00:00Z,2022-05-24T00:30:00Z,4501470
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,MQ,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:35:00Z,4501475
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:16:00Z,4501456
2013,EV,2013-10-31T23:00:00Z,2022-05-23T23:45:00Z,4501485
2013,AA,2013-11-01T01:00:00Z,2022-05-24T01:45:00Z,4501485
2013,MQ,2013-11-01T01:00:00Z,2022-05-24T01:15:00Z,4501455
2013,MQ,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,DL,2013-11-01T01:00:00Z,2022-05-24T01:59:00Z,4501499
2013,DL,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:03:00Z,4501443
2013,9E,2013-11-01T01:00:00Z,2022-05-24T01:35:00Z,4501475
2013,9E,2013-11-01T01:00:00Z,2022-05-24T01:40:00Z,4501480
2013,EV,2013-10-31T23:00:00Z,2022-05-23T23:40:00Z,4501480
2013,9E,2013-11-01T00:00:00Z,2022-05-24T00:00:00Z,4501440
2013,WN,2013-11-01T01:00:00Z,2022-05-24T01:30:00Z,4501470
2013,US,2013-11-01T02:00:00Z,2022-05-24T02:00:00Z,4501440
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:06:00Z,4501446
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:19:00Z,4501459
2013,B6,2013-11-01T01:00:00Z,2022-05-24T01:39:00Z,4501479
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:10:00Z,4501450
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:16:00Z,4501456
2013,MQ,2013-11-01T02:00:00Z,2022-05-24T02:40:00Z,4501480
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:29:00Z,4501469
2013,AA,2013-11-01T02:00:00Z,2022-05-24T02:40:00Z,4501480
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:39:00Z,4501479
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:57:00Z,4501497
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:29:00Z,4501469
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:30:00Z,4501470
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:30:00Z,4501470
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:06:00Z,4501446
2013,B6,2013-11-01T02:00:00Z,2022-05-24T02:50:00Z,4501490
2013,MQ,2013-11-01T02:00:00Z,2022-05-24T02:40:00Z,4501480
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:10:00Z,4501450
2013,UA,2013-11-01T01:00:00Z,2022-05-24T01:59:00Z,4501499
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:59:00Z,4501499
2013,9E,2013-11-01T02:00:00Z,2022-05-24T02:59:00Z,4501499
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:59:00Z,4501499
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:24:00Z,4501464
2013,MQ,2013-11-01T02:00:00Z,2022-05-24T02:10:00Z,4501450
2013,EV,2013-11-01T02:00:00Z,2022-05-24T02:59:00Z,4501499
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:45:00Z,4501485
2013,AA,2013-11-01T00:00:00Z,2022-05-24T00:10:00Z,4501450
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:45:00Z,4501485
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:45:00Z,4501485
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:50:00Z,4501490
2013,WN,2013-11-01T01:00:00Z,2022-05-24T01:30:00Z,4501470
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:50:00Z,4501490
2013,B6,2013-11-01T03:00:00Z,2022-05-24T03:55:00Z,4501495
2013,EV,2013-11-01T01:00:00Z,2022-05-24T01:59:00Z,4501499
2013,B6,2013-11-01T04:00:00Z,2022-05-24T04:59:00Z,4501499
2013,B6,2013-11-01T04:00:00Z,2022-05-24T04:59:00Z,4501499
2013,B6,2013-11-01T04:00:00Z,2022-05-24T04:59:00Z,4501499
2013,MQ,2013-10-31T21:00:00Z,2022-05-23T21:25:00Z,4501465
2013,MQ,2013-11-01T01:00:00Z,2022-05-24T01:05:00Z,4501445
2013,US,2013-11-01T01:00:00Z,2022-05-24T01:00:00Z,4501440
2013,EV,2013-10-31T21:00:00Z,2022-05-23T21:55:00Z,4501495
2013,B6,2013-10-31T15:00:00Z,2022-05-23T15:59:00Z,4501499
2013,B6,2014-01-01T04:00:00Z,2022-05-24T04:59:00Z,4413659
2013,DL,2014-01-01T04:00:00Z,2022-05-24T04:59:00Z,4413659
2013,B6,2014-01-01T03:00:00Z,2022-05-24T03:45:00Z,4413645
2013,US,2013-12-31T10:00:00Z,2022-05-23T10:00:00Z,4413600
2013,UA,2013-12-31T10:00:00Z,2022-05-23T10:15:00Z,4413615
2013,UA,2013-12-31T10:00:00Z,2022-05-23T10:51:00Z,4413651
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,B6,2013-12-31T10:00:00Z,2022-05-23T10:50:00Z,4413650
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,UA,2013-12-31T10:00:00Z,2022-05-23T10:51:00Z,4413651
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:05:00Z,4413605
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:03:00Z,4413603
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,AA,2013-12-31T10:00:00Z,2022-05-23T10:40:00Z,4413640
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:05:00Z,4413605
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:05:00Z,4413605
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:11:00Z,4413611
2013,WN,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:15:00Z,4413615
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:10:00Z,4413610
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:15:00Z,4413615
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:14:00Z,4413614
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:15:00Z,4413615
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:11:00Z,4413611
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,MQ,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,WN,2013-12-31T11:00:00Z,2022-05-23T11:15:00Z,4413615
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:25:00Z,4413625
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:25:00Z,4413625
2013,9E,2013-12-31T11:00:00Z,2022-05-23T11:20:00Z,4413620
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,WN,2013-12-31T11:00:00Z,2022-05-23T11:25:00Z,4413625
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:35:00Z,4413635
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:27:00Z,4413627
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:31:00Z,4413631
2013,US,2013-12-31T11:00:00Z,2022-05-23T11:15:00Z,4413615
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:40:00Z,4413640
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:24:00Z,4413624
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:35:00Z,4413635
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:45:00Z,4413645
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:10:00Z,4413610
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:45:00Z,4413645
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:30:00Z,4413630
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:56:00Z,4413656
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:55:00Z,4413655
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:59:00Z,4413659
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:55:00Z,4413655
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:10:00Z,4413610
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:54:00Z,4413654
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,DL,2013-12-31T11:00:00Z,2022-05-23T11:59:00Z,4413659
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:05:00Z,4413605
2013,EV,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:01:00Z,4413601
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:50:00Z,4413650
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:05:00Z,4413605
2013,AS,2013-12-31T12:00:00Z,2022-05-23T12:05:00Z,4413605
2013,WN,2013-12-31T12:00:00Z,2022-05-23T12:05:00Z,4413605
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:15:00Z,4413615
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:03:00Z,4413603
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:10:00Z,4413610
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:10:00Z,4413610
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:05:00Z,4413605
2013,AA,2013-12-31T11:00:00Z,2022-05-23T11:50:00Z,4413650
2013,MQ,2013-12-31T12:00:00Z,2022-05-23T12:15:00Z,4413615
2013,WN,2013-12-31T12:00:00Z,2022-05-23T12:15:00Z,4413615
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:10:00Z,4413610
2013,B6,2013-12-31T11:00:00Z,2022-05-23T11:55:00Z,4413655
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:16:00Z,4413616
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:20:00Z,4413620
2013,WN,2013-12-31T12:00:00Z,2022-05-23T12:20:00Z,4413620
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:20:00Z,4413620
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:28:00Z,4413628
2013,VX,2013-12-31T12:00:00Z,2022-05-23T12:00:00Z,4413600
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:29:00Z,4413629
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,WN,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,VX,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,VX,2013-12-31T12:00:00Z,2022-05-23T12:30:00Z,4413630
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:37:00Z,4413637
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:20:00Z,4413620
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:46:00Z,4413646
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:48:00Z,4413648
2013,MQ,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:50:00Z,4413650
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:40:00Z,4413640
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:50:00Z,4413650
2013,US,2013-12-31T12:00:00Z,2022-05-23T12:56:00Z,4413656
2013,EV,2013-12-31T12:00:00Z,2022-05-23T12:56:00Z,4413656
2013,WN,2013-12-31T12:00:00Z,2022-05-23T12:55:00Z,4413655
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:51:00Z,4413651
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,DL,2013-12-31T12:00:00Z,2022-05-23T12:59:00Z,4413659
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:55:00Z,4413655
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:54:00Z,4413654
2013,B6,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:50:00Z,4413650
2013,MQ,2013-12-31T13:00:00Z,2022-05-23T13:05:00Z,4413605
2013,AA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,AA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,UA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,UA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:05:00Z,4413605
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:35:00Z,4413635
2013,UA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,UA,2013-12-31T11:00:00Z,2022-05-23T11:00:00Z,4413600
2013,UA,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:10:00Z,4413610
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:00:00Z,4413600
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:10:00Z,4413610
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:05:00Z,4413605
2013,9E,2013-12-31T12:00:00Z,2022-05-23T12:40:00Z,4413640
2013,B6,2013-12-31T13:00:00Z,2022-05-23T13:09:00Z,4413609
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:05:00Z,4413605
2013,EV,2013-12-31T13:00:00Z,2022-05-23T13:08:00Z,4413608
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:15:00Z,4413615
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:10:00Z,4413610
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:15:00Z,4413615
2013,B6,2013-12-31T13:00:00Z,2022-05-23T13:15:00Z,4413615
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:12:00Z,4413612
2013,UA,2013-12-31T12:00:00Z,2022-05-23T12:47:00Z,4413647
2013,MQ,2013-12-31T13:00:00Z,2022-05-23T13:25:00Z,4413625
2013,US,2013-12-31T13:00:00Z,2022-05-23T13:20:00Z,4413620
2013,EV,2013-12-31T13:00:00Z,2022-05-23T13:17:00Z,4413617
2013,MQ,2013-12-31T13:00:00Z,2022-05-23T13:25:00Z,4413625
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:20:00Z,4413620
2013,EV,2013-12-31T13:00:00Z,2022-05-23T13:17:00Z,4413617
2013,AA,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,EV,2013-12-31T13:00:00Z,2022-05-23T13:25:00Z,4413625
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:45:00Z,4413645
2013,B6,2013-12-31T13:00:00Z,2022-05-23T13:29:00Z,4413629
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:35:00Z,4413635
2013,B6,2013-12-31T12:00:00Z,2022-05-23T12:55:00Z,4413655
2013,9E,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,F9,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,UA,2013-12-31T13:00:00Z,2022-05-23T13:35:00Z,4413635
2013,DL,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,MQ,2013-12-31T13:00:00Z,2022-05-23T13:30:00Z,4413630
2013,EV,2013-12-31T13:00:00Z,2022-05-23T13:36:00Z,4413636
2013,B6,2013-12-31T13:00:00Z,2022-05-23T13:36:00Z,4413636
